"Problem","Severity","Normalized Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"3626","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1188","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3627","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1188","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3628","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1189","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3629","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1189","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3630","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1190","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3631","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1190","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3632","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1192","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3633","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1192","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3634","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1199","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3635","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1199","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3636","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1202","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3637","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1202","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3638","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1206","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3639","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1206","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3640","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1210","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3641","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1210","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3642","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1211","16","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3643","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1211","16","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3644","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1214","18","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3645","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1215","22","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3646","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1215","22","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3647","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1226","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3648","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1226","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3649","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1229","24","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"3650","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1233","30","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"3651","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1242","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3652","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1242","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3653","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1250","20","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3654","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1276","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3655","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1276","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3656","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1278","33","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"3657","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1279","8","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3658","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1279","8","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3659","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1286","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3660","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1286","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3661","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1290","17","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"3662","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1293","58","OperationWithLimitsInLoop","Avoid operations in loops that may hit governor limits","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#operationwithlimitsinloop","Performance","pmd"
"3663","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1312","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3664","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1312","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3665","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1313","12","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3666","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1313","12","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3667","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1320","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3668","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1320","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
"3669","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1325","12","ApexCRUDViolation","Validate CRUD permission before SOQL/DML operation or enforce user mode","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_security.html#apexcrudviolation","Security","pmd"
"3670","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1326","1","AvoidDebugStatements","Avoid debug statements since they impact on performance","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_performance.html#avoiddebugstatements","Performance","pmd"
"3671","3","3","/home/runner/work/fullnsa/fullnsa/backupMetadata/force-app/main/default/classes/NSA_EOBEntryFormController.cls","1326","1","DebugsShouldUseLoggingLevel","Calls to System.debug should specify a logging level.","https://docs.pmd-code.org/pmd-doc-7.10.0/pmd_rules_apex_bestpractices.html#debugsshoulduselogginglevel","Best Practices","pmd"
